SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-30-2016,Single Family Residential,4810 SW West Hls,Corvallis,OR,97333,275000,3,1.0,Corvallis,1364,10019,1957,562,202,,Sold,,,http://www.redfin.com/OR/Corvallis/4810-SW-West-Hills-Rd-97333/home/25914085,WVMLS,710922,N,Y,44.5560844,-123.3056876
PAST SALE,April-16-2015,Single Family Residential,1356 SW A Ave,Corvallis,OR,97333,262000,4,2.0,Benton County,1736,4356,1937,1095,151,,Sold,,,http://www.redfin.com/OR/Corvallis/1356-SW-A-Ave-97333/home/25919291,RMLS,15592954,N,Y,44.5607958,-123.2728734
PAST SALE,,Single Family Residential,2625 SW Brooklane Dr,Corvallis,OR,97333,240000,4,2.5,,2568,47480,1999,,93,,,,,http://www.redfin.com/OR/Corvallis/2625-SW-Brooklane-Dr-97333/home/25918430,,,N,Y,44.538566,-123.287053
PAST SALE,October-9-2015,Single Family Residential,5276 SW Meridian,Corvallis,OR,97333,274000,4,3.0,Corvallis,2080,5227,2006,919,132,,Sold,,,http://www.redfin.com/OR/Corvallis/5276-SW-Meridian-Pl-97333/home/25727947,WVMLS,692132,N,Y,44.5483506,-123.3115199
PAST SALE,December-14-2017,Single Family Residential,4721 SW Hollyhock,Corvallis,OR,97333,385503,3,2.0,Stoneybrook Village,1598,5227,1999,122,241,,Sold,,,http://www.redfin.com/OR/Corvallis/4721-SW-Hollyhock-Cir-97333/home/25916409,WVMLS,725974,N,Y,44.5443234,-123.3049642
PAST SALE,January-12-2018,Single Family Residential,2145 SW 53rd,Corvallis,OR,97333,399000,3,3.0,Pleasant View Acres,2013,17424,2017,93,198,,Sold,,,http://www.redfin.com/OR/Corvallis/2145-SW-53rd-St-97333/home/25897653,WVMLS,724798,N,Y,44.5443984,-123.3113762
PAST SALE,,Single Family Residential,156 NW 14th St,Corvallis,OR,97330,331500,3,1.0,,1732,3485,1927,,191,,,,,http://www.redfin.com/OR/Corvallis/156-NW-14th-St-97330/home/25918767,,,N,Y,44.5681828,-123.271909
PAST SALE,June-16-2016,Single Family Residential,103 NW 30th,Corvallis,OR,97330-5134,350000,,4.0,Stimson's Addition,2772,6534,1946,668,126,,Sold,,,http://www.redfin.com/OR/Corvallis/103-NW-30th-St-97330/home/25904331,WVMLS,697670,N,Y,44.568744,-123.284231
PAST SALE,February-5-2016,Single Family Residential,218 NW Kings,Corvallis,OR,97330,281000,2,1.0,College Hill,858,6534,1920,800,328,,Sold,,,http://www.redfin.com/OR/Corvallis/218-NW-Kings-Blvd-97330/home/25932581,WVMLS,696982,N,Y,44.569403,-123.2752828
PAST SALE,November-3-2017,Single Family Residential,3589 SW Par,Corvallis,OR,97333-1160,331100,3,2.0,Country Club Meadows,1489,5663,1993,163,222,,Sold,,,http://www.redfin.com/OR/Corvallis/3589-SW-Par-Pl-97333/home/25932575,WVMLS,724430,N,Y,44.5519148,-123.2909493
PAST SALE,March-24-2016,Single Family Residential,235 S 18th,Corvallis,OR,97330,94500,2,1.0,Corvallis,984,7405,1915,752,96,,Sold,,,http://www.redfin.com/OR/Corvallis/235-S-18th-97330/home/104311808,WVMLS,702273,N,Y,44.5645659,-123.2620435
PAST SALE,March-1-2016,Single Family Residential,3800 SW Neer,Corvallis,OR,97333,375500,4,2.0,Corvallis,2299,19166,1957,775,163,,Sold,,,http://www.redfin.com/OR/Corvallis/3800-SW-Neer-Ave-97333/home/25909111,WVMLS,698755,N,Y,44.5529699,-123.2974559
PAST SALE,September-3-2015,Single Family Residential,4521 SW Hollyhock,Corvallis,OR,97333,394000,3,2.0,Stoneybrook 2,1881,4792,2007,955,209,,Sold,,,http://www.redfin.com/OR/Corvallis/4521-SW-Hollyhock-Cir-97333/home/25929589,WVMLS,693050,N,Y,44.5426664,-123.3020152
PAST SALE,October-9-2017,Single Family Residential,1646 SW Country Clb,Corvallis,OR,97333-1560,340000,3,3.0,Club 35,1799,6098,1992,188,189,,Sold,,,http://www.redfin.com/OR/Corvallis/1646-S-West-Country-Club-Pl-97333/home/25909190,WVMLS,723015,N,Y,44.5495377,-123.2910533
PAST SALE,August-30-2017,Single Family Residential,344 Mount Un,Philomath,OR,97370,355000,3,3.0,Philomath,1902,9583,1995,228,187,,Sold,,,http://www.redfin.com/OR/Corvallis/5270-SW-Philomath-Blvd-97333/home/114062760,WVMLS,719002,N,Y,44.5505122,-123.3088722
PAST SALE,April-29-2016,Single Family Residential,3780 SW Country Clb,Corvallis,OR,97333,250000,3,1.0,Country Club Heights Add,1344,15246,1942,716,186,,Sold,,,http://www.redfin.com/OR/Corvallis/3780-SW-Country-Club-Dr-97333/home/25924922,WVMLS,701207,N,Y,44.5481397,-123.2928816
PAST SALE,,Single Family Residential,4775 SW Roseberry St,Corvallis,OR,97333,355000,3,2.0,,2025,6534,2010,,175,,,,,http://www.redfin.com/OR/Corvallis/4775-SW-Roseberry-St-97333/home/25913460,,,N,Y,44.546631,-123.3032268
PAST SALE,,Single Family Residential,205 NW 16th St,Corvallis,OR,97330,295000,3,2.0,,1344,5227,1939,,219,,,,,http://www.redfin.com/OR/Corvallis/205-NW-16th-St-97330/home/25920695,,,N,Y,44.5688137,-123.2732804
PAST SALE,,Single Family Residential,411 SW 5th St #419,Corvallis,OR,97333,332500,,,,7380,10454,1959,,45,,,,,http://www.redfin.com/OR/Corvallis/411-SW-5th-St-97333/unit-419/home/25903898,,,N,Y,44.5616218,-123.2642812
PAST SALE,,Single Family Residential,1640 SW Martin St,Corvallis,OR,97333,370000,3,2.5,,1566,9148,1959,,236,,,,,http://www.redfin.com/OR/Corvallis/1640-SW-Martin-St-97333/home/25927191,,,N,Y,44.5491402,-123.2936173
PAST SALE,,Single Family Residential,1921 SW Brooklane Dr,Corvallis,OR,97333,210000,3,3.0,,2418,31799,1997,,87,,,,,http://www.redfin.com/OR/Corvallis/1921-SW-Brooklane-Dr-97333/home/25906455,,,N,Y,44.545538,-123.282003
PAST SALE,,Single Family Residential,2850 SW DeArmond Dr,Corvallis,OR,97333,387000,3,2.5,,1752,12632,1988,,221,,,,,http://www.redfin.com/OR/Corvallis/2850-SW-DeArmond-Dr-97333/home/25908907,,,N,Y,44.538421,-123.295165
PAST SALE,,Single Family Residential,1642 S West Country Club Pl,Corvallis,OR,97333,260000,3,2.0,,1664,7841,1990,,156,,,,,http://www.redfin.com/OR/Corvallis/1642-S-West-Country-Club-Pl-97333/home/25909191,,,N,Y,44.5495355,-123.2908752
PAST SALE,October-30-2015,Single Family Residential,4865 SW Hollyhock Cir,Corvallis,OR,97333,365000,2,2.0,Benton County,1725,6534,2003,898,212,127,Sold,,,http://www.redfin.com/OR/Corvallis/4865-SW-Hollyhock-Cir-97333/home/25921642,RMLS,15312264,N,Y,44.5441347,-123.3063996
PAST SALE,,Single Family Residential,4740 SW Hollyhock Cir,Corvallis,OR,97333,280000,2,2.0,,1320,4792,1999,,212,,,,,http://www.redfin.com/OR/Corvallis/4740-SW-Hollyhock-Cir-97333/home/25910337,,,N,Y,44.5447023,-123.3055323
PAST SALE,October-26-2017,Single Family Residential,5130 SW Blueberry,Corvallis,OR,97333,230500,2,1.0,Corvallis,1050,5663,1949,171,220,,Sold,,,http://www.redfin.com/OR/Corvallis/5130-SW-Blueberry-Dr-97333/home/25929635,WVMLS,722437,N,Y,44.5520355,-123.3099262
PAST SALE,October-22-2015,Single Family Residential,1722 SW Easy,Corvallis,OR,97333,236000,3,3.0,Rosebrook,1226,3250,2002,906,192,,Sold,,,http://www.redfin.com/OR/Corvallis/1722-SW-Easy-St-97333/home/25921882,WVMLS,694933,N,Y,44.5485879,-123.3104287
PAST SALE,August-18-2017,Single Family Residential,1604 SW Country Clb,Corvallis,OR,97333-1418,355000,3,2.0,Corvallis,1728,6534,1992,240,205,,Sold,,,http://www.redfin.com/OR/Corvallis/1604-S-West-Country-Club-Pl-97333/home/25929777,WVMLS,718334,N,Y,44.5484657,-123.2906272
PAST SALE,January-27-2016,Single Family Residential,5041 SW Hollyhock,Corvallis,OR,97333-1792,390000,3,2.0,StoneyBrook by the Green,1898,4792,2006,809,205,,Sold,,,http://www.redfin.com/OR/Corvallis/5041-SW-Hollyhock-Cir-97333/home/25932339,WVMLS,698279,N,Y,44.541842,-123.301969
PAST SALE,,Single Family Residential,1154 SW C Ave,Corvallis,OR,97333,155000,1,1.0,,667,4792,1946,,232,,,,,http://www.redfin.com/OR/Corvallis/1154-SW-C-Ave-97333/home/25897848,,,N,Y,44.558901,-123.27134
PAST SALE,,Single Family Residential,4000 SW West Hills Rd,Corvallis,OR,97333,312500,3,2.5,,2080,9148,2007,,150,,,,,http://www.redfin.com/OR/Corvallis/4000-SW-West-Hills-Rd-97333/home/25929551,,,N,Y,44.5565919,-123.2963917
PAST SALE,February-28-2017,Single Family Residential,4901 SW Aster,Corvallis,OR,97333-1366,304000,3,2.0,Sunset Meadows,1360,5663,1996,411,224,,Sold,,,http://www.redfin.com/OR/Corvallis/4901-SW-Aster-St-97333/home/25925069,WVMLS,713209,N,Y,44.5463869,-123.3070447
PAST SALE,,Single Family Residential,1315 SW 53rd St #1321,Corvallis,OR,97333,315000,4,3.0,,2208,12197,1948,,143,,,,,http://www.redfin.com/OR/Corvallis/1315-SW-53rd-St-97333/unit-1321/home/25914208,,,N,Y,44.552444,-123.3113576
PAST SALE,August-5-2015,Single Family Residential,2118 NW Van Buren,Corvallis,OR,97330,245000,2,1.0,North College Hill,898,3049,1924,984,273,,Sold,,,http://www.redfin.com/OR/Corvallis/2118-NW-Van-Buren-Ave-97330/home/25894978,WVMLS,689992,N,Y,44.5700771,-123.2768504
PAST SALE,August-11-2017,Single Family Residential,5239 SW Rose,Corvallis,OR,97333,265000,3,2.5,Rosebrook,1309,3049,2002,247,202,,Sold,,,http://www.redfin.com/OR/Corvallis/5239-SW-Rose-Pl-97333/home/25729643,WVMLS,720417,N,Y,44.5488941,-123.3104804
PAST SALE,,Single Family Residential,2022 SW 45th Pl,Corvallis,OR,97333,73000,4,2.0,,2547,43124,1979,,29,,,,,http://www.redfin.com/OR/Corvallis/2022-SW-45th-Pl-97333/home/25918718,,,N,Y,44.545899,-123.302062
PAST SALE,March-6-2017,Single Family Residential,1175 SW West Hls,Corvallis,OR,97330,376000,4,3.0,West Hills Palace,2438,8276,2002,405,154,,Sold,,,http://www.redfin.com/OR/Corvallis/1175-SW-West-Hills-Pl-97333/home/25920259,WVMLS,708875,N,Y,44.554739,-123.301515
PAST SALE,May-18-2016,Single Family Residential,3776 SW Fairhaven Dr,Corvallis,OR,97333,330000,4,2.5,Benton County,2462,9147,1995,697,134,,Sold,,,http://www.redfin.com/OR/Corvallis/3776-SW-Fairhaven-Dr-97333/home/25908816,RMLS,16602148,N,Y,44.542824,-123.291902
PAST SALE,,Single Family Residential,3420 SW Knollbrook Ave,Corvallis,OR,97333,375000,4,3.0,,2551,11326,1953,,147,,,,,http://www.redfin.com/OR/Corvallis/3420-SW-Knollbrook-Ave-97333/home/25928951,,,N,Y,44.5482387,-123.2883655
PAST SALE,,Single Family Residential,429 SW 7th St,Corvallis,OR,97333,249000,3,2.0,,1386,5227,1939,,180,,,,,http://www.redfin.com/OR/Corvallis/429-SW-7th-St-97333/home/25929375,,,N,Y,44.5618829,-123.2667268
PAST SALE,March-29-2017,Single Family Residential,2925 SW Morris,Corvallis,OR,97333,355000,5,3.0,Oak Creek Acres,2626,8712,1967,382,135,,Sold,,,http://www.redfin.com/OR/Corvallis/2925-SW-Morris-Ave-97333/home/25819342,WVMLS,713015,N,Y,44.5559375,-123.2834322
PAST SALE,,Single Family Residential,1215 SW 35th St,Corvallis,OR,97333,355000,4,2.0,,1728,21780,1900,,205,,,,,http://www.redfin.com/OR/Corvallis/1215-SW-35th-St-97333/home/25899711,,,N,Y,44.5548791,-123.2888108
PAST SALE,August-17-2016,Single Family Residential,5260 SW Meridian,Corvallis,OR,97333,304000,4,3.0,Corvallis,2080,8712,2005,606,146,,Sold,,,http://www.redfin.com/OR/Corvallis/5260-SW-Meridian-Pl-97333/home/25899727,WVMLS,707365,N,Y,44.5483867,-123.3112868
PAST SALE,June-6-2017,Single Family Residential,4972 SW Aster,Corvallis,OR,97333-1367,297550,3,2.5,Sunset Meadows,1646,4792,1995,313,181,,Sold,,,http://www.redfin.com/OR/Corvallis/4972-SW-Aster-St-97333/home/25899943,WVMLS,717654,N,Y,44.5460089,-123.3089331
PAST SALE,June-15-2016,Single Family Residential,120 NW 14th,Corvallis,OR,97330-5902,320000,4,3.0,Corvallis,1342,3920,1909,669,238,,Sold,,,http://www.redfin.com/OR/Corvallis/120-NW-14th-St-97330/home/25894945,WVMLS,700689,N,Y,44.5677638,-123.2722007
PAST SALE,October-30-2015,Single Family Residential,3250 NW Johnson,Corvallis,OR,97330,300000,3,2.0,Corvallis,1353,5900,1952,898,222,,Sold,,,http://www.redfin.com/OR/Corvallis/3250-NW-Johnson-Ave-97330/home/25895030,WVMLS,696576,N,Y,44.5683913,-123.2874052
PAST SALE,October-31-2016,Single Family Residential,940 SW 10th,Corvallis,OR,97333,287100,2,2.0,Averys N B & P 2nd,1040,4792,1923,531,276,,Sold,,,http://www.redfin.com/OR/Corvallis/940-SW-10th-St-97333/home/25895314,WVMLS,709606,N,Y,44.5585205,-123.2699575
PAST SALE,,Single Family Residential,1875 SW Whiteside Dr,Corvallis,OR,97333,387500,3,2.0,,3433,10890,1962,,113,,,,,http://www.redfin.com/OR/Corvallis/1875-SW-Whiteside-Dr-97333/home/25895343,,,N,Y,44.5470299,-123.2913712
PAST SALE,December-4-2015,Single Family Residential,3321 SW Willamette,Corvallis,OR,97333,250000,3,2.0,Longhill Heights,1401,10454,1960,863,178,,Sold,,,http://www.redfin.com/OR/Corvallis/3321-SW-Willamette-Ave-97333/home/25895348,WVMLS,696526,N,Y,44.5468518,-123.2866842
PAST SALE,July-10-2015,Single Family Residential,920 SW 11th St,Corvallis,OR,97333,185000,3,1.0,Averys Second Addition,1472,4791,1910,1010,126,,Sold,,,http://www.redfin.com/OR/Corvallis/920-SW-11th-St-97333/home/25895383,RMLS,15624063,N,Y,44.558739,-123.2710156
PAST SALE,,Single Family Residential,1819 SW Brooklane Dr,Corvallis,OR,97333,265000,2,1.0,,910,37462,1950,,291,,,,,http://www.redfin.com/OR/Corvallis/1819-SW-Brooklane-Dr-97333/home/25895636,,,N,Y,44.5465909,-123.2820643
PAST SALE,June-17-2016,Single Family Residential,826 SW 11th,Corvallis,OR,97333,329000,3,1.0,Avery's Second Addition,1140,4792,1913,667,289,,Sold,,,http://www.redfin.com/OR/Corvallis/826-SW-11th-St-97333/home/25897608,WVMLS,709826,N,Y,44.5595854,-123.2711447
PAST SALE,November-4-2016,Single Family Residential,820 SW 11TH,Corvallis,OR,97330,385000,4,2.0,Averys N B & P 2nd,2211,4792,1910,527,174,,Sold,,,http://www.redfin.com/OR/Corvallis/820-SW-11th-St-97333/home/25897616,WVMLS,710963,N,Y,44.5597305,-123.2711955
PAST SALE,,Single Family Residential,1035 SW Poplar Pl,Corvallis,OR,97333,205000,2,1.0,,864,8712,1969,,237,,,,,http://www.redfin.com/OR/Corvallis/1035-SW-Poplar-Pl-97333/home/25897675,,,N,Y,44.5561989,-123.2857745
PAST SALE,May-29-2015,Single Family Residential,4626 SW 47th,Corvallis,OR,97333,348500,3,2.0,Meadowlark,1766,8712,2004,1052,197,,Sold,,,http://www.redfin.com/OR/Corvallis/4626-SW-47th-Pl-97333/home/25898451,WVMLS,686765,N,Y,44.5448362,-123.3022356
PAST SALE,October-30-2015,Single Family Residential,1207 NW Jackson,Corvallis,OR,97330,251000,3,1.0,Wilkins,1593,6098,1945,898,158,,Sold,,,http://www.redfin.com/OR/Corvallis/1207-NW-Jackson-Ave-97330/home/25903339,WVMLS,695377,N,Y,44.5680039,-123.2699908
PAST SALE,April-21-2015,Single Family Residential,1160 SW 36th,Corvallis,OR,97333,256800,4,2.0,Corvallis,1340,13939,1968,1090,192,,Sold,,,http://www.redfin.com/OR/Corvallis/1160-SW-36th-St-97333/home/25904013,WVMLS,687015,N,Y,44.5555335,-123.2914938
PAST SALE,November-8-2017,Single Family Residential,1235 SW 53rd,Corvallis,OR,97333-2632,295500,3,2.0,Corvallis,1512,12197,1948,158,195,,Sold,,,http://www.redfin.com/OR/Corvallis/1235-SW-53rd-St-97333/home/25904143,WVMLS,720383,N,Y,44.5525972,-123.3116294
PAST SALE,June-23-2016,Single Family Residential,3206 SW Cascade,Corvallis,OR,97333,324900,4,2.0,Country Club Hts 2nd,1875,16117,1959,661,173,,Sold,,,http://www.redfin.com/OR/Corvallis/3206-SW-Cascade-Ave-97333/home/25904178,WVMLS,702577,N,Y,44.5446381,-123.2837072
PAST SALE,,Single Family Residential,1047 SW 13th St,Corvallis,OR,97333,277000,4,2.0,,1366,6098,1914,,203,,,,,http://www.redfin.com/OR/Corvallis/1047-SW-13th-St-97333/home/25904227,,,N,Y,44.5576028,-123.2712774
PAST SALE,,Single Family Residential,3740 SW Country Club Dr,Corvallis,OR,97333,300000,3,2.0,,1824,15246,1942,,164,,,,,http://www.redfin.com/OR/Corvallis/3740-SW-Country-Club-Dr-97333/home/25904239,,,N,Y,44.5481524,-123.2923197
PAST SALE,May-6-2016,Single Family Residential,135 NW 30th,Corvallis,OR,97330-5134,395000,4,4.0,Corvallis,3516,9148,1937,709,112,,Sold,,,http://www.redfin.com/OR/Corvallis/135-NW-30th-St-97330/home/25904330,WVMLS,697535,N,Y,44.5693447,-123.2843774
PAST SALE,August-24-2016,Single Family Residential,715 SW 11th,Corvallis,OR,97333-4245,222500,3,1.0,Avery & Well,895,4792,1901,599,249,,Sold,,,http://www.redfin.com/OR/Corvallis/715-SW-11th-St-97333/home/25904445,WVMLS,705812,N,Y,44.5608546,-123.270847
PAST SALE,,Single Family Residential,1065 SW Stamm Pl,Corvallis,OR,97333,43500,5,2.0,,1919,14810,1959,,23,,,,,http://www.redfin.com/OR/Corvallis/1065-SW-Stamm-Pl-97333/home/25904495,,,N,Y,44.5558453,-123.2873441
PAST SALE,January-6-2017,Single Family Residential,4850 SW Dresden,Corvallis,OR,97333-3916,278705,3,2.0,Pleasant Acres,1112,9583,1958,464,251,,Sold,,,http://www.redfin.com/OR/Corvallis/4850-SW-Dresden-Ave-97333/home/25904595,WVMLS,712871,N,Y,44.5545817,-123.3064492
PAST SALE,July-15-2015,Single Family Residential,4830 SW Dresden,Corvallis,OR,97333,320000,3,2.0,Pleasant Acres,1976,11761,1958,1005,162,,Sold,,,http://www.redfin.com/OR/Corvallis/4830-SW-Dresden-Ave-97333/home/25904598,WVMLS,691097,N,Y,44.5545715,-123.3060499
PAST SALE,August-24-2016,Single Family Residential,1235 SW Sunset Dr,Corvallis,OR,97333,212000,3,1.0,Benton County,1316,12632,1956,599,161,,Sold,,,http://www.redfin.com/OR/Corvallis/1235-SW-Sunset-Dr-97333/home/25904620,RMLS,16253585,N,Y,44.554857,-123.3000755
PAST SALE,July-2-2015,Single Family Residential,4025 SW Hillside,Corvallis,OR,97333,307000,5,3.0,Corvallis,2800,13068,1958,1018,110,,Sold,,,http://www.redfin.com/OR/Corvallis/4025-SW-Hillside-Dr-97333/home/25904644,WVMLS,686285,N,Y,44.5561972,-123.2968554
PAST SALE,December-18-2015,Single Family Residential,4345 SW Philomath,Corvallis,OR,97333,193000,3,1.0,Corvallis,1316,15000,1952,849,147,,Sold,,,http://www.redfin.com/OR/Corvallis/4345-SW-Philomath-Blvd-97333/home/25908014,WVMLS,695994,N,Y,44.554696,-123.3005666
