SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Single Family Residential,902 NW 32nd St,Corvallis,OR,97330,191200,2,1.0,,1105,6970,1947,,173,,,,,http://www.redfin.com/OR/Corvallis/902-NW-32nd-St-97330/home/25924010,,,N,Y,44.5764206,-123.2871013
PAST SALE,April-20-2018,Single Family Residential,510 NW 7th,Corvallis,OR,97330,329000,3,1.0,Rayburns,1345,5663,1894,15,245,,Sold,,,http://www.redfin.com/OR/Corvallis/510-NW-7th-St-97330/home/25928172,WVMLS,730093,N,Y,44.5697394,-123.263221
PAST SALE,April-27-2018,Single Family Residential,1215 NW Spring,Corvallis,OR,97330-2315,285000,3,1.0,Corvallis,1704,6098,1958,8,167,,Sold,,,http://www.redfin.com/OR/Corvallis/1215-NW-Spring-St-97330/home/25902641,WVMLS,730574,N,Y,44.578944,-123.288703
PAST SALE,April-27-2018,Single Family Residential,1018 NW 10th,Corvallis,OR,97330,390000,4,3.0,Corvallis,1826,7405,1959,8,214,,Sold,,,http://www.redfin.com/OR/Corvallis/1018-NW-10th-St-97330/home/25894699,WVMLS,730070,N,Y,44.5752228,-123.2642437
PAST SALE,April-12-2018,Single Family Residential,5416 SW Touchstone,Corvallis,OR,97333,399000,3,3.0,"Touchstone Commons, LLC",1955,3049,2017,23,204,,Sold,,,http://www.redfin.com/OR/Corvallis/5416-SW-Touchstone-97333/home/144718092,WVMLS,728397,N,Y,44.5645659,-123.2620435
PAST SALE,April-19-2018,Single Family Residential,950 SE Powell,Corvallis,OR,97330,295000,3,2.0,Corvallis,1320,8712,1969,16,223,,Sold,,,http://www.redfin.com/OR/Corvallis/950-SE-Powell-Ave-97333/home/25924628,WVMLS,729691,N,Y,44.5409028,-123.2579164
PAST SALE,April-12-2018,Single Family Residential,757 SE Winterfield,Corvallis,OR,97333-2180,289000,3,2.0,Rivergreen Estates 2nd,1380,6534,2005,23,209,,Sold,,,http://www.redfin.com/OR/Corvallis/757-SE-Winterfield-Pl-97333/home/25925173,WVMLS,729760,N,Y,44.5348713,-123.2603041
PAST SALE,April-11-2018,Single Family Residential,1266 SE Seaport,Corvallis,OR,97333-3110,275000,2,2.0,Willamette Landing,1034,3920,2002,24,266,,Sold,,,http://www.redfin.com/OR/Corvallis/1266-SE-Seaport-Cir-97333/home/25915185,WVMLS,729101,N,Y,44.5353887,-123.2540466
PAST SALE,April-10-2018,Single Family Residential,3418 SE Shoreline,Corvallis,OR,97333,385000,3,3.0,Willamette Landing,2370,5663,2003,25,162,,Sold,,,http://www.redfin.com/OR/Corvallis/3418-SE-Shoreline-Dr-97333/home/25912501,WVMLS,729728,N,Y,44.530637,-123.255016
PAST SALE,April-20-2018,Single Family Residential,411 SE Powell,Corvallis,OR,97333,283500,3,2.0,Micah 1st,1148,7405,1978,15,247,,Sold,,,http://www.redfin.com/OR/Corvallis/411-SE-Powell-Ave-97333/home/25906685,WVMLS,730535,N,Y,44.5405856,-123.2633167
PAST SALE,April-13-2018,Single Family Residential,3335 SE Midvale,Corvallis,OR,97333,269950,2,2.0,Willamette Landing #2,1317,2614,2003,22,205,,Sold,,,http://www.redfin.com/OR/Corvallis/3335-SE-Midvale-Dr-97333/home/25922937,WVMLS,730713,N,Y,44.5316244,-123.2564475
PAST SALE,April-20-2018,Single Family Residential,3230 SE Shoreline Dr,Corvallis,OR,97333,395000,3,2.5,Benton County,2414,5662,2006,15,164,94,Sold,,,http://www.redfin.com/OR/Corvallis/3230-SE-Shoreline-Dr-97333/home/25931485,RMLS,18251324,N,Y,44.5325385,-123.2553523
PAST SALE,May-3-2018,Single Family Residential,3571 SE Dockside,Corvallis,OR,97333-9296,364900,3,3.0,Corvallis,1852,4356,2008,2,197,,Sold,,,http://www.redfin.com/OR/Corvallis/3571-SE-Dockside-Dr-97333/home/25933138,WVMLS,730852,N,Y,44.529482,-123.260685
PAST SALE,April-30-2018,Single Family Residential,2580 SW 53rd,Corvallis,OR,97333,380000,3,2.0,Corvallis,1776,43560,1978,5,214,,Sold,,,http://www.redfin.com/OR/Corvallis/2580-SW-53rd-St-97333/home/25898933,WVMLS,728971,N,Y,44.5399651,-123.3136386
PAST SALE,April-20-2018,Single Family Residential,24075 Brumfield Ln,Philomath,OR,97370,275000,3,2.0,Benton County,1500,48787,2013,15,183,,Sold,,,http://www.redfin.com/OR/Philomath/24075-Brumfield-Ln-97370/home/25920020,RMLS,17342543,N,Y,44.5569326,-123.4146013
PAST SALE,April-12-2018,Single Family Residential,4175 NE Morning St,Corvallis,OR,97330,400000,3,2.0,Benton County,1906,15681,1973,23,210,,Sold,,,http://www.redfin.com/OR/Corvallis/4175-NE-Morning-St-97330/home/25899778,RMLS,18148909,N,Y,44.602492,-123.216444
PAST SALE,April-6-2018,Single Family Residential,3580 NE Canterbury,Corvallis,OR,97330-4008,275000,3,1.0,Village Green 1st,936,10019,1971,29,294,,Sold,,,http://www.redfin.com/OR/Corvallis/3580-NE-Canterbury-Cir-97330/home/25918861,WVMLS,729026,N,Y,44.603543,-123.235256
PAST SALE,April-26-2018,Single Family Residential,34074 Orleans SW,Albany,OR,97321,300000,3,3.0,Albany,1858,68389,1946,9,161,,Sold,,,http://www.redfin.com/OR/Albany/34074-Orleans-Rd-SW-97321/home/26125395,WVMLS,729354,N,Y,44.569102,-123.1912839
PAST SALE,April-24-2018,Single Family Residential,3585 NE Canterbury,Corvallis,OR,97330,315000,4,2.0,Village Green,1174,10019,1972,11,268,,Sold,,,http://www.redfin.com/OR/Corvallis/3585-NE-Canterbury-Cir-97330/home/25896983,WVMLS,730818,N,Y,44.603042,-123.235353
PAST SALE,April-20-2018,Single Family Residential,33739 SE Terra,Corvallis,OR,97333,380000,3,3.0,East Terra,1987,20038,1975,15,191,,Sold,,,http://www.redfin.com/OR/Corvallis/33739-SE-Terra-Cir-97333/home/26171588,WVMLS,728901,N,Y,44.562292,-123.221586
PAST SALE,April-27-2018,Single Family Residential,2963 NW Audene,Corvallis,OR,97330-3252,326000,3,2.0,Walnut West,1186,10019,1984,8,275,,Sold,,,http://www.redfin.com/OR/Corvallis/2963-NW-Audene-Dr-97330/home/25920643,WVMLS,731843,N,Y,44.5955906,-123.304264
PAST SALE,April-30-2018,Single Family Residential,2133 NW Beechwood,Corvallis,OR,97330,385000,4,3.0,Corvallis,1728,10019,1979,5,223,,Sold,,,http://www.redfin.com/OR/Corvallis/2133-NW-Beechwood-Pl-97330/home/25800194,WVMLS,731510,N,Y,44.5890969,-123.2956868
PAST SALE,April-30-2018,Single Family Residential,3911 NW Jameson,Corvallis,OR,97330,347900,3,2.0,Woodland Park,1364,11326,1974,5,255,,Sold,,,http://www.redfin.com/OR/Corvallis/3911-NW-Jameson-Dr-97330/home/25925284,WVMLS,732672,N,Y,44.5860741,-123.2949804
PAST SALE,April-26-2018,Single Family Residential,2120 NW Elder,Corvallis,OR,97330-3912,315000,3,2.0,Corvallis,1056,7841,1967,9,298,,Sold,,,http://www.redfin.com/OR/Corvallis/2120-NW-Elder-St-97330/home/25902447,WVMLS,729365,N,Y,44.5887044,-123.2772366
PAST SALE,,Single Family Residential,1535 NW Circle Blvd,Corvallis,OR,97330,255000,3,1.0,,1032,8276,1963,,247,,,,,http://www.redfin.com/OR/Corvallis/1535-NW-Circle-Blvd-97330/home/25925981,,,N,Y,44.5887917,-123.2701932
